id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_timezone,type,source
3869,Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.987840176,-80.40969849,33,-5,U,America/Panama,airport,OurAirports
3870,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.356639862,-79.86740112,25,-5,U,America/Panama,airport,OurAirports
3871,Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.517779827,-78.15720367,29,-5,U,America/Panama,airport,OurAirports
3872,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.406669617,-78.14170074,30,-5,U,America/Panama,airport,OurAirports
3873,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.42,-83.6095,92,-6,U,America/Costa_Rica,airport,OurAirports
3874,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.76869965,-83.58560181,3,-6,U,America/Costa_Rica,airport,OurAirports
3875,Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.856109619,-85.3707962,7,-6,U,America/Costa_Rica,airport,OurAirports
3876,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.533329964,-83.30000305,7,-6,U,America/Costa_Rica,airport,OurAirports
3877,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.957050323,-84.13980103,3287,-6,U,America/Costa_Rica,airport,OurAirports
3878,Jérémie Airport,Jeremie,Haiti,JEE,MTJE,18.66309929,-74.17030334,147,-5,U,America/Port-au-Prince,airport,OurAirports
3879,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.93359947,-72.84860229,9,-5,U,America/Port-au-Prince,airport,OurAirports
3880,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.78829956,-79.99720001,125,-5,U,America/Havana,airport,OurAirports
3881,Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158701,-77.589798,15,-5,U,America/Nassau,airport,OurAirports
3882,Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797,18,-5,U,America/Nassau,airport,OurAirports
3883,New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301,5,-5,U,America/Nassau,airport,OurAirports
3884,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.74559975,-74.18240356,5,-5,U,America/Nassau,airport,OurAirports
3885,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.08300018,-77.30000305,0,-5,U,America/Nassau,airport,OurAirports
3886,Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.96780014,-158.1190033,36,-10,U,Pacific/Rarotonga,airport,OurAirports
3887,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.89598656,-157.906662,45,-10,U,Pacific/Rarotonga,airport,OurAirports
3888,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767004,-161.0019989,0,-10,U,Pacific/Rarotonga,airport,OurAirports
3889,Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.13610077,-157.3450012,26,-10,U,Pacific/Rarotonga,airport,OurAirports
3890,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.84250069,-157.7030029,25,-10,U,Pacific/Rarotonga,airport,OurAirports
3891,Tongareva Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.014369965,-158.0324097,8,-10,U,Pacific/Rarotonga,airport,OurAirports
3892,Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.74329948,-179.3419952,13,12,U,Pacific/Fiji,airport,OurAirports
3893,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779007,177.1970062,10,12,U,Pacific/Fiji,airport,OurAirports
3894,Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.05809975,178.1569977,6,12,U,Pacific/Fiji,airport,OurAirports
3895,Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.67309952,177.0980072,0,12,U,Pacific/Fiji,airport,OurAirports
3896,Moala Airport,Moala,Fiji,MFJ,NFMO,-18.56669998,179.951004,13,12,U,Pacific/Fiji,airport,OurAirports
3897,Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.11560059,179.3399963,50,12,U,Pacific/Fiji,airport,OurAirports
3898,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.19919968,-178.8170013,280,12,U,Pacific/Fiji,airport,OurAirports
3899,Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.4666996,179.3399963,44,12,U,Pacific/Fiji,airport,OurAirports
3900,Matei Airport,Matei,Fiji,TVU,NFNM,-16.69059944,-179.8769989,60,12,U,Pacific/Fiji,airport,OurAirports
3901,Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458004,179.4219971,358,12,U,Pacific/Fiji,airport,OurAirports
3902,Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.48250008,177.0709991,22,12,U,Pacific/Fiji,airport,OurAirports
3903,Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.80279922,179.3410034,17,12,U,Pacific/Fiji,airport,OurAirports
3904,Kaufana Airport,Eua Island,Tonga,EUA,NFTE,-21.37829971,-174.9579926,325,13,U,Pacific/Tongatapu,airport,OurAirports
3905,Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,-19.77700043,-174.3410034,31,13,U,Pacific/Tongatapu,airport,OurAirports
3906,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,-15.57079983,-175.6329956,160,13,U,Pacific/Tongatapu,airport,OurAirports
3907,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.977297,-173.791089,30,13,U,Pacific/Tongatapu,airport,OurAirports
3908,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.2689991,-178.9759979,76,12,U,Pacific/Fiji,airport,OurAirports
3909,Niue International Airport,Alofi,Niue,IUE,NIUE,-19.07903099,-169.9255981,209,-11,U,Pacific/Niue,airport,OurAirports
3910,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,-14.31140041,-178.0659943,20,12,U,Pacific/Wallis,airport,OurAirports
3911,Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.74230003,-172.2579956,0,13,U,Pacific/Apia,airport,OurAirports
3912,Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993,8,-10,U,Pacific/Tahiti,airport,OurAirports
3913,Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.42809963,-146.2570038,11,-10,U,Pacific/Tahiti,airport,OurAirports
3914,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.768790245,-139.0110016,1481,-9.5,U,Pacific/Marquesas,airport,OurAirports
3915,Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078003,16,-9.5,U,Pacific/Marquesas,airport,OurAirports
3916,Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552002,160,-9.5,U,Pacific/Marquesas,airport,OurAirports
3917,Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,-13.66600037,167.7120056,63,11,U,Pacific/Efate,airport,OurAirports
3918,Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.85169983,167.5370026,7,11,U,Pacific/Efate,airport,OurAirports
3919,Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,-13.32800007,166.6380005,75,11,U,Pacific/Efate,airport,OurAirports
3920,Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,-17.09029961,168.3430023,7,11,U,Pacific/Efate,airport,OurAirports
3921,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.264999,167.923996,69,11,U,Pacific/Efate,airport,OurAirports
3922,Longana Airport,Longana,Vanuatu,LOD,NVSG,-15.30669975,167.9669952,167,11,U,Pacific/Efate,airport,OurAirports
3923,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708004,168.1519928,493,11,U,Pacific/Efate,airport,OurAirports
3924,Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,-16.43899918,168.2570038,160,11,U,Pacific/Efate,airport,OurAirports
3925,Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.4611228,167.829253,7,11,U,Pacific/Efate,airport,OurAirports
3926,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.58419991,168.1589966,7,11,U,Pacific/Efate,airport,OurAirports
3927,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,-15,168.0829926,509,11,U,Pacific/Efate,airport,OurAirports
3928,Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,-15.86559963,168.1719971,43,11,U,Pacific/Efate,airport,OurAirports
3929,Norsup Airport,Norsup,Vanuatu,NUS,NVSP,-16.0797,167.401001,23,11,U,Pacific/Efate,airport,OurAirports
3930,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,-14.21809959,167.5870056,100,11,U,Pacific/Efate,airport,OurAirports
3931,Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,-15.47200012,167.8350067,36,11,U,Pacific/Efate,airport,OurAirports
3932,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.50500011,167.2200012,184,11,U,Pacific/Efate,airport,OurAirports
3933,Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.89109993,168.5509949,443,11,U,Pacific/Efate,airport,OurAirports
3934,Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,-16.3297,168.3011,170,11,U,Pacific/Efate,airport,OurAirports
3935,Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,-16.79610062,168.177002,10,11,U,Pacific/Efate,airport,OurAirports
3936,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.4864,167.4472,68,11,U,Pacific/Efate,airport,OurAirports
3937,North West Santo Airport,Olpoi,Vanuatu,OLJ,NVSZ,-14.88169956,166.5579987,50,11,U,Pacific/Efate,airport,OurAirports
3938,Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.24920082,169.7709961,7,11,U,Pacific/Efate,airport,OurAirports
3939,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.2346,169.6009,69,11,U,Pacific/Efate,airport,OurAirports
3940,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,-18.76939964,169.0010071,630,11,U,Pacific/Efate,airport,OurAirports
3941,Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,-19.51639938,170.2319946,95,11,U,Pacific/Efate,airport,OurAirports
3942,Ipota Airport,Ipota,Vanuatu,IPA,NVVI,-18.856389,169.283333,23,11,U,Pacific/Efate,airport,OurAirports
3943,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.09609985,167.8040009,128,11,U,Pacific/Noumea,airport,OurAirports
3944,Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,-19.72060013,163.6609955,306,11,U,Pacific/Noumea,airport,OurAirports
3945,Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.58889961,167.4559937,315,11,U,Pacific/Noumea,airport,OurAirports
3946,Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.121101,70.518097,3872,4.5,U,Asia/Kabul,airport,OurAirports
3947,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.78510094,40.09999847,2261,3,U,Asia/Riyadh,airport,OurAirports
3948,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,20.50429916,45.19960022,2062,3,U,Asia/Riyadh,airport,OurAirports
3949,Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,33.4353981,48.28290176,3782,3.5,E,Asia/Tehran,airport,OurAirports
3950,Bam Airport,Bam,Iran,BXR,OIKM,29.08419991,58.45000076,3231,3.5,E,Asia/Tehran,airport,OurAirports
3951,Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,30.29770088,56.05110168,5298,3.5,E,Asia/Tehran,airport,OurAirports
3952,Bojnord Airport,Bojnourd,Iran,BJB,OIMN,37.49300003,57.30820084,3499,3.5,E,Asia/Tehran,airport,OurAirports
3953,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.16809845,57.59519958,3010,3.5,E,Asia/Tehran,airport,OurAirports
3954,Noshahr Airport,Noshahr,Iran,NSH,OINN,36.66329956,51.46469879,-61,3.5,E,Asia/Tehran,airport,OurAirports
3955,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.63579941,53.1935997,35,3.5,E,Asia/Tehran,airport,OurAirports
3956,Lar Airport,Lar,Iran,LRR,OISL,27.67469978,54.38330078,2641,3.5,E,Asia/Tehran,airport,OurAirports
3957,Ardabil Airport,Ardabil,Iran,ADU,OITL,38.32569885,48.42440033,4315,3.5,E,Asia/Tehran,airport,OurAirports
3958,Urmia Airport,Uromiyeh,Iran,OMH,OITR,37.66809845,45.06869888,4343,3.5,E,Asia/Tehran,airport,OurAirports
3959,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.26169968,55.60919952,869,4,U,Asia/Dubai,airport,OurAirports
3960,Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.527901,1325,5,N,Asia/Karachi,airport,OurAirports
3961,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.34810066,71.71800232,392,5,N,Asia/Karachi,airport,OurAirports
3962,Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.88660049,71.80059814,4920,5,N,Asia/Karachi,airport,OurAirports
3963,Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.87829971,64.39980316,2800,5,N,Asia/Karachi,airport,OurAirports
3964,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.96100044,70.48590088,492,5,N,Asia/Karachi,airport,OurAirports
3965,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.90940094,70.89659882,594,5,N,Asia/Karachi,airport,OurAirports
3966,Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.06780052,61.80540085,186,5,N,Asia/Karachi,airport,OurAirports
3967,Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.366096,130,5,N,Asia/Karachi,airport,OurAirports
3968,Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.79059982,66.64730072,4012,5,N,Asia/Karachi,airport,OurAirports
3969,Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.27470016,64.58599854,10,5,N,Asia/Karachi,airport,OurAirports
3970,Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.90209961,70.07160187,5800,5,N,Asia/Karachi,airport,OurAirports
3971,Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.33549881,75.53600311,7316,5,N,Asia/Karachi,airport,OurAirports
3972,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.47310066,67.71720123,121,5,N,Asia/Karachi,airport,OurAirports
3973,Turbat International Airport,Turbat,Pakistan,TUK,OPTU,25.9864006,63.03020096,498,5,N,Asia/Karachi,airport,OurAirports
3974,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU,35.5617485,45.31673813,2494,3,U,Asia/Baghdad,airport,OurAirports
3975,Kamishly Airport,Kamishly,Syria,KAC,OSKL,37.02059937,41.19139862,1480,2,E,Asia/Damascus,airport,OurAirports
3976,Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY,15.96609974,48.78829956,2097,3,U,Asia/Aden,airport,OurAirports
3977,Adak Airport,Adak Island,United States,ADK,PADK,51.87799835,-176.6459961,18,-10,A,America/Adak,airport,OurAirports
3978,Gustavus Airport,Gustavus,United States,GST,PAGS,58.4253006,-135.7070007,35,-9,A,America/Anchorage,airport,OurAirports
3979,Skagway Airport,Skagway,United States,SGY,PAGY,59.46009827,-135.3159943,44,-9,A,America/Anchorage,airport,OurAirports
3980,Holy Cross Airport,Holy Cross,United States,HCR,PAHC,62.18830109,-159.7749939,70,-9,A,America/Anchorage,airport,OurAirports
3981,Haines Airport,Haines,United States,HNS,PAHN,59.24380112,-135.5240021,15,-9,A,America/Anchorage,airport,OurAirports
3982,Kalskag Airport,Kalskag,United States,KLG,PALG,61.53630066,-160.3410034,55,-9,A,America/Anchorage,airport,OurAirports
3983,McGrath Airport,Mcgrath,United States,MCG,PAMC,62.95289993,-155.6060028,341,-9,A,America/Anchorage,airport,OurAirports
3984,Mountain Village Airport,Mountain Village,United States,MOU,PAMO,62.09540176,-163.6820068,337,-9,A,America/Anchorage,airport,OurAirports
3985,Aniak Airport,Aniak,United States,ANI,PANI,61.58160019,-159.5429993,88,-9,A,America/Anchorage,airport,OurAirports
3986,Chevak Airport,Chevak,United States,VAK,PAVA,61.5409,-165.6005,75,-9,A,America/Anchorage,airport,OurAirports
3987,Wrangell Airport,Wrangell,United States,WRG,PAWG,56.48429871,-132.3699951,49,-9,A,America/Anchorage,airport,OurAirports
3988,Balimo Airport,Balimo,Papua New Guinea,OPU,AYBM,-8.050000191,142.9329987,51,10,U,Pacific/Port_Moresby,airport,OurAirports
3989,Baimuru Airport,Baimuru,Papua New Guinea,VMU,AYBA,-7.496860027,144.8199005,27,10,U,Pacific/Port_Moresby,airport,OurAirports
3990,Kalaupapa Airport,Molokai,United States,LUP,PHLU,21.21100044,-156.973999,24,-10,A,Pacific/Honolulu,airport,OurAirports
3991,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA,11.34070015,162.3280029,13,12,U,Pacific/Majuro,airport,OurAirports
3992,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG,26.1598,119.958,232,8,U,Asia/Taipei,airport,OurAirports
3993,Hengchun Airport,Hengchun,Taiwan,HCN,RCKW,22.04109955,120.7300034,46,8,U,Asia/Taipei,airport,OurAirports
3994,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT,26.224199,120.002998,41,8,U,Asia/Taipei,airport,OurAirports
3995,Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.04100037,144.1929932,327,9,U,Asia/Tokyo,airport,OurAirports
3996,Okadama Airport,Sapporo,Japan,OKD,RJCO,43.117447,141.38134,25,9,U,Asia/Tokyo,airport,OurAirports
3997,Saga Airport,Saga,Japan,HSG,RJFS,33.14970016,130.302002,6,9,N,Asia/Tokyo,airport,OurAirports
3998,Nagoya Airport,Nagoya,Japan,NKM,RJNA,35.25500107,136.923996,52,9,U,Asia/Tokyo,airport,OurAirports
3999,Iwami Airport,Iwami,Japan,IWJ,RJOW,34.67639923,131.7899933,184,9,U,Asia/Tokyo,airport,OurAirports
4000,Fukushima Airport,Fukushima,Japan,FKS,RJSF,37.22740173,140.4309998,1221,9,U,Asia/Tokyo,airport,OurAirports
4001,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR,40.19189835,140.3710022,292,9,U,Asia/Tokyo,airport,OurAirports
4002,Shonai Airport,Shonai,Japan,SYO,RJSY,38.81219864,139.7870026,86,9,U,Asia/Tokyo,airport,OurAirports
4003,Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.07360077,139.5599976,67,9,U,Asia/Tokyo,airport,OurAirports
4004,Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.90380096,126.6159973,29,9,U,Asia/Seoul,airport,OurAirports
4005,Mokpo Heliport,Mokpo,South Korea,MPK,RKJM,34.75889969,126.3799973,23,9,U,Asia/Seoul,airport,OurAirports
4006,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU,RKNW,37.441201,127.963858,329,9,U,Asia/Seoul,airport,OurAirports
4007,Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY,RKNY,38.061298,128.669006,241,9,U,Asia/Seoul,airport,OurAirports
4008,Sacheon Air Base/Airport,Sacheon,South Korea,HIN,RKPS,35.088591,128.071747,25,9,U,Asia/Seoul,airport,OurAirports
4009,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ,RKTU,36.717008,127.498741,191,9,U,Asia/Seoul,airport,OurAirports
4010,Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.79440022,120.2710037,64,8,N,Asia/Manila,airport,OurAirports
4011,Cuyo Airport,Cuyo,Philippines,CYU,RPLO,10.85809994,121.0690002,0,8,N,Asia/Manila,airport,OurAirports
4012,Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.253520012,124.7070007,53,8,N,Asia/Manila,airport,OurAirports
4013,Jolo Airport,Jolo,Philippines,JOL,RPMJ,6.05366993,121.0110016,118,8,N,Asia/Manila,airport,OurAirports
4014,Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN,5.046991,119.742996,15,8,N,Asia/Manila,airport,OurAirports
4015,Surigao Airport,Sangley Point,Philippines,SUG,RPMS,9.755838326,125.4809475,20,8,N,Asia/Manila,airport,OurAirports
4016,Tandag Airport,Tandag,Philippines,TDG,RPMW,9.072110176,126.1709976,16,8,N,Asia/Manila,airport,OurAirports
4017,Naga Airport,Naga,Philippines,WNP,RPUN,13.5848999,123.2699966,142,8,N,Asia/Manila,airport,OurAirports
4018,Basco Airport,Basco,Philippines,BSO,RPUO,20.4513,121.980003,291,8,N,,airport,OurAirports
4019,San Fernando Airport,San Fernando,Philippines,SFE,RPUS,16.59560013,120.3030014,13,8,N,Asia/Manila,airport,OurAirports
4020,Tuguegarao Airport,Tuguegarao,Philippines,TUG,RPUT,17.64336768,121.7331505,70,8,N,Asia/Manila,airport,OurAirports
4021,Virac Airport,Virac,Philippines,VRC,RPUV,13.5763998,124.2060013,121,8,N,Asia/Manila,airport,OurAirports
4022,Calbayog Airport,Calbayog City,Philippines,CYP,RPVC,12.07269955,124.5449982,12,8,N,Asia/Manila,airport,OurAirports
4023,Catarman National Airport,Catarman,Philippines,CRM,RPVF,12.5024004,124.6360016,6,8,N,Asia/Manila,airport,OurAirports
4024,Moises R. Espinosa Airport,Masbate,Philippines,MBT,RPVJ,12.369682,123.630095,49,8,N,Asia/Manila,airport,OurAirports
4025,Roxas Airport,Roxas City,Philippines,RXS,RPVR,11.59770012,122.7519989,10,8,N,Asia/Manila,airport,OurAirports
4026,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.6196003,-63.79370117,1472,-3,N,America/Argentina/Salta,airport,OurAirports
4027,Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.53829956,-68.96530151,1082,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports
4028,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343,85,-3,N,America/Argentina/Salta,airport,OurAirports
4029,Lago Argentino Airport,El Calafate,Argentina,ING,SAWA,-50.336102,-72.248596,732,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports
4030,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.150002,356,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports
4031,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218,9,-3,N,America/Buenos_Aires,airport,OurAirports
4032,Necochea Airport,Necochea,Argentina,NEC,SAZO,-38.4831,-58.8172,72,-3,N,America/Buenos_Aires,airport,OurAirports
4033,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.218959808,-39.27009964,1392,-3,S,America/Fortaleza,airport,OurAirports
4034,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,-12.4822998,-41.27700043,1676,-3,S,America/Fortaleza,airport,OurAirports
4035,Macaé Airport,Macaé,Brazil,MEA,SBME,-22.34300041,-41.76599884,8,-3,S,America/Sao_Paulo,airport,OurAirports
4036,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,SBML,-22.19689941,-49.92639923,2122,-3,S,America/Sao_Paulo,airport,OurAirports
4037,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86279964,-40.86309814,3002,-3,S,America/Fortaleza,airport,OurAirports
4038,Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.711399,-53.688202,287,-3,S,America/Sao_Paulo,airport,OurAirports
4039,Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.6863,-53.697498,1843,-3,S,America/Sao_Paulo,airport,OurAirports
4040,Ricardo García Posada Airport,El Salvador,Chile,ESR,SCES,-26.31110001,-69.76519775,5240,-4,S,America/Santiago,airport,OurAirports
4041,Pucón Airport,Pucon,Chile,ZPC,SCPC,-39.2928009,-71.91590118,853,-4,S,America/Santiago,airport,OurAirports
4042,Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,-23.478001,-47.490002,2077,-3,S,America/Sao_Paulo,airport,OurAirports
4043,San Cristóbal Airport,San Cristóbal,Ecuador,SCY,SEST,-0.910206,-89.617401,62,-6,U,Pacific/Galapagos,airport,OurAirports
4044,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,SETM,-3.99589,-79.371902,4056,-5,U,America/Guayaquil,airport,OurAirports
4045,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.978519022,-79.62660217,32,-5,U,America/Guayaquil,airport,OurAirports
4046,Port Stanley Airport,Stanley,Falkland Islands,PSY,SFAL,-51.68569946,-57.77759933,75,-3,U,Atlantic/Stanley,airport,OurAirports
4047,Santa Ana Airport,Cartago,Colombia,CRC,SKGO,4.75818,-75.9557,2979,-5,U,America/Bogota,airport,OurAirports
4048,Caucaya Airport,Puerto Leguízamo,Colombia,LQM,SKLG,-0.182278,-74.7708,573,-5,U,America/Bogota,airport,OurAirports
4049,La Pedrera Airport,La Pedrera,Colombia,LPD,SKLP,-1.32861,-69.5797,590,-5,U,America/Bogota,airport,OurAirports
4050,Reyes Murillo Airport,Nuquí,Colombia,NQU,SKNQ,5.6964,-77.2806,12,-5,U,America/Bogota,airport,OurAirports
4051,Obando Airport,Puerto Inírida,Colombia,PDA,SKPD,3.85353,-67.9062,460,-5,U,America/Bogota,airport,OurAirports
4052,El Yopal Airport,Yopal,Colombia,EYP,SKYP,5.31911,-72.384,1028,-5,U,America/Bogota,airport,OurAirports
4053,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,SLGY,-10.82059956,-65.34559631,557,-4,U,America/La_Paz,airport,OurAirports
4054,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.107663,-67.551155,597,-4,U,America/La_Paz,airport,OurAirports
4055,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI,-11,-66,462,-4,U,America/La_Paz,airport,OurAirports
4056,Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.353401,935,-4,U,America/La_Paz,airport,OurAirports
4057,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,-14.85919952,-66.73750305,633,-4,U,America/La_Paz,airport,OurAirports
4058,Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO,5.81108,-55.190701,10,-3,U,America/Paramaribo,airport,OurAirports
4059,Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.0489006,-39.86420059,276,-3,S,America/Fortaleza,airport,OurAirports
4060,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.139180183,-78.48940277,8781,-5,U,America/Lima,airport,OurAirports
4061,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,SPNC,-9.878809929,-76.20480347,6070,-5,U,America/Lima,airport,OurAirports
